tenure,monthly_charges,total_charges,contract,internet_service,support_calls,payment_method,churn
24,28.01,617.55,Month-to-month,Fiber optic,2,Electronic check,1
22,38.32,895.57,One year,No,2,Mailed check,1
30,78.93,2378.26,One year,No,4,Electronic check,0
63,76.0,4777.6,Month-to-month,Fiber optic,2,Mailed check,0
4,93.89,402.69,One year,Fiber optic,1,Mailed check,1
59,101.26,5968.04,Two year,Fiber optic,6,Electronic check,0
8,32.86,227.66,One year,Fiber optic,0,Electronic check,0
12,21.84,268.5,Month-to-month,No,1,Credit card,1
31,88.96,2756.48,Month-to-month,DSL,4,Credit card,1
34,50.14,1616.02,Two year,No,4,Mailed check,1
49,82.6,4015.84,Month-to-month,DSL,4,Credit card,1
57,35.05,1934.88,One year,Fiber optic,5,Credit card,0
26,66.9,1656.93,Month-to-month,No,5,Mailed check,1
18,70.44,1291.35,Month-to-month,No,3,Credit card,1
38,78.51,2949.86,Month-to-month,Fiber optic,1,Electronic check,0
50,71.32,3617.92,Two year,DSL,1,Bank transfer,0
8,69.57,465.12,One year,DSL,3,Electronic check,0
41,53.27,2169.32,Month-to-month,DSL,0,Bank transfer,1
6,27.12,131.91,Two year,Fiber optic,3,Electronic check,0
69,28.95,1918.79,Month-to-month,Fiber optic,3,Bank transfer,0
44,63.38,2788.88,One year,Fiber optic,3,Bank transfer,1
64,55.58,3482.54,Month-to-month,Fiber optic,3,Credit card,0
29,71.61,2087.93,Two year,Fiber optic,1,Mailed check,0
28,50.48,1449.58,Month-to-month,Fiber optic,1,Electronic check,1
11,88.79,990.08,One year,No,1,Credit card,1
65,106.4,6935.4,Month-to-month,DSL,4,Electronic check,1
19,49.89,999.4,Month-to-month,No,2,Electronic check,1
9,39.3,352.35,Month-to-month,DSL,2,Bank transfer,1
27,31.62,812.39,Two year,Fiber optic,1,Bank transfer,0
34,81.63,2744.82,Month-to-month,No,2,Mailed check,1
44,64.39,2803.6,One year,DSL,1,Bank transfer,0
68,38.8,2586.34,Month-to-month,DSL,2,Electronic check,0
15,85.31,1318.92,Month-to-month,DSL,1,Bank transfer,1
51,34.85,1803.61,Month-to-month,DSL,1,Credit card,1
13,75.43,897.34,One year,Fiber optic,3,Credit card,1
49,72.71,3521.71,One year,DSL,2,Bank transfer,1
70,93.42,6485.0,Two year,DSL,4,Mailed check,1
56,25.51,1444.48,Two year,Fiber optic,1,Bank transfer,0
51,108.79,5601.98,Month-to-month,Fiber optic,1,Credit card,1
37,90.3,3363.48,One year,Fiber optic,1,Electronic check,0
17,41.61,672.35,Month-to-month,Fiber optic,0,Electronic check,1
58,38.34,2207.8,Two year,Fiber optic,1,Electronic check,0
29,63.17,1762.17,Month-to-month,DSL,1,Credit card,1
33,101.76,3292.16,One year,Fiber optic,4,Credit card,1
60,104.29,6300.0,Month-to-month,No,2,Electronic check,0
55,72.05,4034.71,Month-to-month,DSL,0,Mailed check,1
10,106.08,1025.07,Month-to-month,Fiber optic,0,Mailed check,1
47,20.54,967.99,Month-to-month,No,3,Electronic check,1
23,23.52,576.93,Month-to-month,No,2,Electronic check,1
21,111.18,2251.63,One year,Fiber optic,0,Credit card,1
13,97.53,1215.5,One year,Fiber optic,1,Bank transfer,1
33,65.07,2247.01,Month-to-month,Fiber optic,0,Credit card,1
24,95.36,2240.78,Month-to-month,Fiber optic,1,Bank transfer,1
11,115.56,1253.11,Month-to-month,Fiber optic,0,Bank transfer,1
17,97.21,1622.41,Two year,DSL,2,Bank transfer,0
68,104.24,6988.39,Month-to-month,DSL,4,Bank transfer,1
47,96.06,4518.99,Month-to-month,DSL,4,Electronic check,1
25,36.82,919.27,Month-to-month,DSL,2,Bank transfer,0
21,103.36,2179.55,Month-to-month,Fiber optic,2,Bank transfer,0
12,39.51,469.9,Month-to-month,No,3,Bank transfer,0
37,109.26,4019.67,Month-to-month,No,5,Credit card,1
42,65.86,2740.47,Month-to-month,Fiber optic,1,Credit card,1
17,87.7,1465.85,Month-to-month,No,2,Credit card,1
48,69.72,3297.32,Month-to-month,No,1,Mailed check,1
28,29.4,781.48,One year,No,3,Credit card,0
41,49.07,1963.37,Month-to-month,DSL,1,Mailed check,0
47,118.37,5592.21,Month-to-month,Fiber optic,0,Credit card,1
18,116.07,2104.59,Month-to-month,Fiber optic,0,Mailed check,1
71,52.05,3696.81,Two year,DSL,1,Credit card,0
13,119.63,1652.3,One year,No,3,Electronic check,1
13,104.56,1312.93,One year,DSL,1,Credit card,0
31,81.1,2569.91,Month-to-month,DSL,0,Mailed check,1
2,24.01,35.02,Month-to-month,DSL,3,Bank transfer,1
16,110.14,1770.17,Month-to-month,Fiber optic,2,Credit card,1
9,75.74,715.24,Month-to-month,Fiber optic,1,Bank transfer,0
38,106.85,4036.33,Month-to-month,Fiber optic,3,Bank transfer,1
54,103.44,5533.08,Two year,DSL,0,Credit card,0
56,103.3,5740.25,Two year,Fiber optic,2,Credit card,0
45,89.82,3936.47,Month-to-month,Fiber optic,0,Electronic check,0
34,49.14,1701.15,Month-to-month,Fiber optic,1,Mailed check,1
9,53.62,511.68,Month-to-month,DSL,4,Credit card,1
8,50.85,485.96,Month-to-month,DSL,2,Mailed check,1
7,22.0,174.78,Two year,DSL,0,Credit card,1
36,78.26,2850.01,Month-to-month,Fiber optic,4,Bank transfer,0
18,89.88,1613.82,Two year,DSL,1,Bank transfer,0
3,105.39,339.4,Month-to-month,DSL,3,Credit card,1
28,34.02,1006.94,Month-to-month,DSL,1,Mailed check,0
70,74.42,5218.36,Month-to-month,Fiber optic,6,Mailed check,1
44,20.8,889.17,One year,Fiber optic,2,Bank transfer,0
21,29.51,608.69,Month-to-month,Fiber optic,3,Mailed check,0
28,25.42,749.39,Month-to-month,Fiber optic,1,Mailed check,0
54,92.55,4973.02,Month-to-month,DSL,1,Electronic check,0
54,28.11,1562.17,Month-to-month,DSL,2,Bank transfer,0
65,91.65,6052.37,Month-to-month,DSL,1,Mailed check,1
21,44.96,989.28,Month-to-month,DSL,1,Electronic check,0
13,107.77,1438.38,One year,No,1,Credit card,0
57,101.31,5792.34,One year,Fiber optic,6,Electronic check,1
49,115.78,5634.52,Month-to-month,Fiber optic,2,Electronic check,1
54,108.38,5808.94,One year,DSL,1,Electronic check,0
10,113.33,1089.45,Month-to-month,DSL,2,Electronic check,1
53,105.87,5639.07,One year,DSL,0,Electronic check,0
44,89.34,3911.41,Month-to-month,Fiber optic,2,Electronic check,1
47,37.03,1738.77,Month-to-month,DSL,2,Credit card,0
53,47.17,2520.98,Month-to-month,Fiber optic,1,Credit card,1
46,41.27,1856.52,One year,Fiber optic,1,Bank transfer,1
13,80.36,1019.57,Month-to-month,No,3,Bank transfer,1
37,70.36,2619.54,Month-to-month,DSL,1,Credit card,1
24,106.71,2546.45,Month-to-month,DSL,3,Credit card,1
2,115.27,220.66,Month-to-month,DSL,3,Bank transfer,1
14,60.49,795.17,One year,Fiber optic,1,Electronic check,1
10,70.64,697.15,Month-to-month,DSL,3,Mailed check,1
35,117.15,4182.92,Two year,Fiber optic,2,Electronic check,1
25,47.62,1168.28,Month-to-month,Fiber optic,3,Credit card,1
3,99.24,240.37,Month-to-month,DSL,0,Bank transfer,0
17,42.52,770.81,One year,DSL,2,Bank transfer,0
12,88.15,1083.92,One year,DSL,3,Electronic check,1
54,45.36,2460.16,Month-to-month,DSL,4,Bank transfer,1
24,108.37,2535.03,Month-to-month,DSL,1,Credit card,1
29,76.15,2149.46,One year,Fiber optic,1,Credit card,0
43,38.59,1582.65,Month-to-month,Fiber optic,1,Mailed check,0
25,42.44,1082.5,One year,DSL,6,Credit card,0
60,69.38,4214.09,Month-to-month,Fiber optic,2,Mailed check,1
65,116.16,7573.68,Two year,DSL,3,Mailed check,0
28,96.96,2812.49,Month-to-month,Fiber optic,1,Electronic check,1
16,68.83,1079.2,Month-to-month,No,0,Bank transfer,1
47,53.77,2511.1,Month-to-month,No,1,Credit card,0
58,74.93,4351.09,Two year,DSL,3,Bank transfer,0
27,94.84,2549.1,One year,Fiber optic,1,Mailed check,0
53,98.39,5239.76,Month-to-month,Fiber optic,2,Credit card,1
42,52.46,2171.38,Month-to-month,DSL,4,Bank transfer,0
59,92.12,5365.1,Month-to-month,Fiber optic,2,Credit card,0
47,85.78,3942.14,Month-to-month,No,1,Electronic check,1
34,115.91,3965.01,Month-to-month,DSL,5,Credit card,1
37,113.11,4158.74,Month-to-month,Fiber optic,1,Mailed check,1
6,98.94,535.15,Month-to-month,Fiber optic,1,Credit card,1
7,92.34,615.42,Month-to-month,DSL,5,Electronic check,1
25,47.4,1282.73,One year,DSL,1,Electronic check,0
33,104.6,3396.14,Month-to-month,DSL,0,Bank transfer,0
55,62.75,3487.64,Month-to-month,DSL,0,Electronic check,1
58,47.22,2760.05,Month-to-month,DSL,0,Mailed check,0
7,58.42,475.98,One year,DSL,1,Electronic check,0
57,103.59,5898.68,One year,DSL,2,Bank transfer,0
12,34.86,340.34,One year,Fiber optic,2,Electronic check,0
16,65.62,1099.48,Month-to-month,Fiber optic,1,Electronic check,1
43,69.24,2964.65,Month-to-month,DSL,1,Credit card,1
7,23.66,229.36,Two year,DSL,1,Bank transfer,1
51,39.57,2059.1,Month-to-month,DSL,1,Credit card,1
32,102.67,3335.37,Month-to-month,DSL,1,Bank transfer,1
8,103.08,943.04,One year,DSL,1,Bank transfer,1
45,49.24,2229.97,Month-to-month,Fiber optic,1,Bank transfer,1
59,107.49,6414.04,Month-to-month,DSL,1,Bank transfer,1
4,97.18,368.47,Month-to-month,DSL,1,Bank transfer,1
67,61.79,4167.02,Month-to-month,Fiber optic,1,Bank transfer,1
29,94.84,2725.26,Month-to-month,Fiber optic,3,Electronic check,1
29,116.13,3391.83,Month-to-month,Fiber optic,2,Electronic check,1
28,65.9,1863.86,Two year,No,1,Electronic check,0
44,43.84,1826.05,Month-to-month,DSL,1,Mailed check,1
4,114.18,426.14,Month-to-month,No,1,Bank transfer,0
9,80.37,734.89,Month-to-month,No,2,Electronic check,0
5,30.53,39.76,One year,DSL,1,Bank transfer,0
56,77.27,4322.23,Month-to-month,No,3,Credit card,1
50,70.06,3553.33,One year,Fiber optic,3,Mailed check,0
15,105.56,1648.4,One year,No,3,Bank transfer,1
32,73.07,2299.1,One year,Fiber optic,1,Electronic check,0
28,45.52,1342.87,Month-to-month,Fiber optic,3,Mailed check,1
22,87.56,1986.82,One year,DSL,0,Credit card,0
17,74.26,1154.98,Month-to-month,Fiber optic,0,Bank transfer,1
59,43.3,2560.75,Month-to-month,DSL,1,Mailed check,0
71,77.36,5504.08,Month-to-month,DSL,0,Bank transfer,0
57,102.15,5898.69,Two year,No,2,Mailed check,0
26,22.86,608.6,Month-to-month,DSL,2,Electronic check,1
25,83.09,2146.81,One year,Fiber optic,4,Bank transfer,0
10,54.96,510.55,Month-to-month,DSL,2,Bank transfer,0
45,49.27,2137.12,Month-to-month,DSL,4,Bank transfer,1
11,59.26,619.45,One year,Fiber optic,2,Electronic check,1
53,54.2,2951.57,Month-to-month,DSL,3,Mailed check,1
68,103.22,7065.52,One year,No,2,Electronic check,0
28,47.48,1445.56,One year,DSL,2,Credit card,0
65,93.32,5993.33,Month-to-month,DSL,1,Credit card,0
49,29.41,1492.96,Month-to-month,DSL,2,Credit card,0
47,115.14,5449.31,Month-to-month,DSL,1,Mailed check,1
52,82.23,4261.78,Month-to-month,DSL,2,Bank transfer,1
54,90.67,4935.08,Month-to-month,Fiber optic,3,Mailed check,1
60,49.8,2995.23,Month-to-month,Fiber optic,3,Credit card,0
57,61.21,3511.97,Two year,DSL,4,Mailed check,0
47,42.38,2025.79,Month-to-month,DSL,2,Bank transfer,0
31,113.25,3559.87,One year,No,1,Bank transfer,1
46,68.81,3169.62,Month-to-month,Fiber optic,1,Mailed check,1
26,83.04,2248.03,Month-to-month,Fiber optic,2,Credit card,1
5,93.43,456.35,Month-to-month,Fiber optic,3,Bank transfer,1
52,57.11,3063.94,One year,Fiber optic,3,Credit card,0
54,92.01,4912.16,Month-to-month,Fiber optic,2,Bank transfer,1
33,87.6,2841.52,One year,No,3,Credit card,0
50,90.57,4481.97,Month-to-month,DSL,1,Mailed check,1
38,68.92,2666.92,Month-to-month,DSL,5,Electronic check,1
27,58.29,1533.66,Month-to-month,DSL,2,Electronic check,1
15,42.21,707.63,Month-to-month,No,3,Credit card,0
61,102.46,6223.9,Month-to-month,DSL,4,Bank transfer,0
21,80.84,1717.5,One year,Fiber optic,1,Mailed check,1
46,64.44,2996.02,Two year,Fiber optic,0,Bank transfer,0
69,114.4,7842.78,One year,Fiber optic,5,Electronic check,0
6,24.78,79.16,One year,DSL,2,Electronic check,0
38,105.02,4004.8,Two year,DSL,2,Mailed check,1
62,119.76,7411.15,Two year,DSL,1,Credit card,0
62,108.69,6763.96,Month-to-month,DSL,1,Mailed check,1
46,101.04,4580.73,Month-to-month,DSL,3,Electronic check,1
13,57.43,728.76,Month-to-month,Fiber optic,1,Mailed check,0
3,43.13,120.3,Month-to-month,No,0,Electronic check,1
6,93.49,439.04,Two year,Fiber optic,0,Bank transfer,0
8,50.46,453.43,Month-to-month,Fiber optic,3,Electronic check,1
44,37.6,1616.7,One year,Fiber optic,1,Electronic check,1
33,98.65,3330.49,One year,DSL,1,Mailed check,0
50,51.25,2528.08,Month-to-month,DSL,2,Mailed check,0
11,111.44,1199.82,Month-to-month,DSL,2,Mailed check,0
28,104.06,2851.68,Month-to-month,Fiber optic,4,Bank transfer,1
70,104.76,7390.81,Month-to-month,No,2,Mailed check,0
41,97.16,4006.14,Month-to-month,Fiber optic,3,Bank transfer,0
16,108.09,1799.42,Month-to-month,DSL,1,Credit card,1
68,100.57,6828.71,Month-to-month,Fiber optic,2,Mailed check,1
48,80.25,3849.97,Month-to-month,Fiber optic,2,Mailed check,0
56,49.58,2692.51,Month-to-month,Fiber optic,2,Credit card,1
64,108.82,6933.34,Month-to-month,Fiber optic,3,Credit card,1
59,104.06,6148.09,Two year,Fiber optic,2,Credit card,0
62,67.29,4191.21,Month-to-month,Fiber optic,3,Electronic check,1
11,23.91,354.18,Two year,Fiber optic,2,Electronic check,0
18,83.85,1416.83,One year,No,0,Electronic check,0
19,25.06,487.61,One year,Fiber optic,1,Credit card,0
55,112.63,6175.73,Month-to-month,Fiber optic,4,Bank transfer,1
26,116.16,3024.02,Month-to-month,Fiber optic,1,Mailed check,0
6,38.95,238.83,Month-to-month,No,7,Electronic check,1
4,87.64,341.0,Month-to-month,Fiber optic,3,Credit card,1
29,29.23,790.92,Two year,Fiber optic,2,Mailed check,0
59,92.95,5418.21,Month-to-month,DSL,2,Electronic check,0
17,54.73,917.14,Two year,No,1,Credit card,0
43,88.11,3717.48,One year,Fiber optic,4,Mailed check,1
66,57.29,3775.34,Month-to-month,Fiber optic,1,Electronic check,1
34,34.56,1162.26,One year,No,3,Electronic check,0
8,60.61,362.39,Month-to-month,No,2,Electronic check,1
13,31.27,503.16,Month-to-month,No,0,Electronic check,0
8,77.69,625.37,Month-to-month,DSL,0,Electronic check,1
65,24.1,1444.32,Two year,Fiber optic,1,Credit card,0
43,72.73,3139.83,Month-to-month,DSL,4,Mailed check,1
39,108.64,4226.67,One year,DSL,0,Electronic check,0
59,103.79,6057.56,Month-to-month,No,4,Mailed check,1
44,108.28,4779.7,Month-to-month,No,2,Electronic check,1
9,112.2,962.74,Month-to-month,Fiber optic,1,Credit card,1
37,30.45,1136.4,Month-to-month,DSL,3,Credit card,1
36,32.87,1148.41,Month-to-month,DSL,4,Mailed check,0
28,75.7,2074.34,Month-to-month,Fiber optic,1,Electronic check,1
42,109.4,4593.91,One year,DSL,0,Credit card,0
43,117.43,4968.6,Month-to-month,Fiber optic,2,Electronic check,1
42,24.63,1030.17,Two year,Fiber optic,4,Electronic check,0
66,55.58,3700.97,Month-to-month,No,2,Bank transfer,0
55,41.29,2334.45,Month-to-month,DSL,3,Credit card,1
48,95.6,4643.06,Month-to-month,DSL,2,Mailed check,1
22,84.02,1916.09,Month-to-month,No,3,Mailed check,0
27,31.99,840.96,Two year,Fiber optic,1,Electronic check,0
67,68.35,4528.37,One year,DSL,2,Electronic check,0
13,88.54,1191.84,One year,DSL,3,Electronic check,0
45,97.9,4379.68,Two year,No,2,Bank transfer,0
10,22.01,220.37,One year,Fiber optic,5,Electronic check,1
9,109.05,1018.77,One year,No,1,Electronic check,1
54,76.93,4255.17,One year,DSL,2,Mailed check,0
27,101.19,2758.59,Month-to-month,Fiber optic,4,Bank transfer,1
34,100.79,3437.24,Month-to-month,Fiber optic,3,Mailed check,1
1,38.99,-17.07,One year,DSL,1,Bank transfer,0
32,31.02,1051.02,Month-to-month,No,2,Bank transfer,0
71,92.13,6561.57,Two year,Fiber optic,1,Credit card,0
67,35.64,2370.7,Month-to-month,No,2,Credit card,0
20,104.99,2077.35,Two year,No,4,Credit card,1
35,92.62,3221.32,Month-to-month,DSL,3,Mailed check,1
17,104.18,1773.3,Month-to-month,Fiber optic,5,Credit card,1
18,49.9,825.27,Month-to-month,Fiber optic,3,Credit card,0
45,51.66,2385.59,Two year,Fiber optic,5,Mailed check,0
53,87.12,4669.21,Month-to-month,Fiber optic,5,Bank transfer,1
68,23.14,1565.46,One year,Fiber optic,1,Bank transfer,0
65,92.65,6002.0,One year,DSL,0,Electronic check,0
1,103.58,102.42,Month-to-month,Fiber optic,1,Electronic check,1
58,61.52,3575.28,Two year,DSL,2,Credit card,0
26,96.49,2493.68,Month-to-month,DSL,4,Mailed check,1
20,37.46,799.18,One year,No,2,Bank transfer,0
10,52.23,451.05,Month-to-month,DSL,3,Mailed check,1
59,117.43,6892.8,Month-to-month,DSL,3,Electronic check,1
41,118.63,4902.71,Month-to-month,DSL,0,Credit card,1
5,71.26,372.52,One year,Fiber optic,2,Electronic check,1
65,113.43,7338.78,Two year,DSL,2,Electronic check,0
17,72.27,1248.67,Month-to-month,Fiber optic,0,Bank transfer,1
22,49.16,1041.85,Month-to-month,Fiber optic,2,Mailed check,1
41,46.69,1898.78,Two year,DSL,1,Bank transfer,0
68,112.95,7732.82,Month-to-month,Fiber optic,1,Bank transfer,1
69,37.24,2616.53,Month-to-month,DSL,1,Electronic check,0
11,77.96,872.01,Month-to-month,Fiber optic,1,Credit card,1
56,75.55,4178.38,Month-to-month,DSL,2,Electronic check,0
51,93.96,4773.19,One year,DSL,1,Mailed check,1
21,69.92,1473.23,Two year,DSL,1,Credit card,1
26,47.23,1300.71,Month-to-month,DSL,0,Bank transfer,1
19,36.94,612.73,One year,Fiber optic,0,Mailed check,0
60,82.08,4881.31,One year,DSL,1,Mailed check,0
71,91.9,6581.26,Month-to-month,DSL,4,Mailed check,1
47,76.95,3684.76,Month-to-month,DSL,4,Mailed check,1
71,93.84,6658.81,One year,No,3,Electronic check,0
26,34.15,964.88,Month-to-month,Fiber optic,4,Mailed check,1
40,108.25,4293.21,Month-to-month,DSL,2,Electronic check,0
5,78.24,315.74,Two year,DSL,0,Credit card,1
21,32.68,725.88,One year,No,2,Mailed check,0
4,66.19,329.51,Two year,DSL,0,Electronic check,0
23,104.48,2466.92,Month-to-month,No,2,Mailed check,1
15,109.76,1603.17,One year,DSL,2,Credit card,0
8,46.46,381.69,One year,DSL,1,Bank transfer,0
41,91.13,3778.18,Two year,Fiber optic,3,Credit card,0
19,30.0,585.02,Two year,Fiber optic,3,Bank transfer,1
46,23.35,1146.63,Two year,No,3,Electronic check,0
28,76.04,2108.86,Two year,No,1,Credit card,1
68,89.48,6081.3,Month-to-month,Fiber optic,3,Electronic check,1
15,99.58,1505.49,One year,Fiber optic,2,Credit card,0
37,54.02,2040.43,Month-to-month,No,1,Mailed check,0
1,20.65,10.93,One year,Fiber optic,2,Bank transfer,1
67,67.95,4599.15,Two year,DSL,2,Mailed check,0
24,21.59,598.28,Month-to-month,DSL,3,Electronic check,0
27,29.2,762.45,Month-to-month,DSL,2,Mailed check,0
40,52.67,2098.52,One year,No,2,Bank transfer,0
63,63.72,4062.57,Month-to-month,DSL,2,Bank transfer,1
61,47.95,3021.14,Month-to-month,DSL,0,Bank transfer,1
36,78.19,2846.51,Month-to-month,No,1,Bank transfer,1
24,25.53,573.53,Month-to-month,DSL,1,Bank transfer,1
24,34.46,836.9,One year,Fiber optic,0,Electronic check,0
4,89.53,406.11,Month-to-month,No,2,Mailed check,1
67,34.21,2251.72,Month-to-month,Fiber optic,1,Credit card,0
34,83.98,2801.32,Two year,DSL,5,Mailed check,0
57,25.47,1434.45,One year,Fiber optic,2,Mailed check,0
49,60.74,3009.15,Month-to-month,Fiber optic,3,Electronic check,0
53,37.74,1931.81,Month-to-month,Fiber optic,3,Electronic check,1
23,30.96,677.51,One year,DSL,2,Electronic check,1
69,76.7,5306.21,Month-to-month,DSL,1,Electronic check,0
53,112.83,6034.71,One year,Fiber optic,2,Mailed check,0
62,25.48,1594.19,One year,DSL,0,Bank transfer,0
41,62.16,2567.11,Month-to-month,Fiber optic,1,Bank transfer,1
57,90.75,5223.2,Two year,Fiber optic,2,Electronic check,0
60,66.27,4055.99,Month-to-month,Fiber optic,1,Credit card,0
54,100.65,5509.35,Month-to-month,No,3,Mailed check,1
70,37.96,2555.45,Two year,DSL,2,Mailed check,0
57,115.96,6614.59,Month-to-month,DSL,2,Credit card,1
10,58.52,630.79,One year,Fiber optic,5,Electronic check,1
40,54.16,2251.27,One year,DSL,1,Mailed check,0
7,107.46,784.27,Month-to-month,Fiber optic,4,Credit card,1
38,76.39,2859.74,Two year,No,0,Bank transfer,0
61,71.64,4333.96,Month-to-month,No,2,Credit card,0
3,92.7,243.14,Month-to-month,Fiber optic,1,Credit card,1
51,77.98,3992.53,Two year,No,1,Electronic check,0
47,36.25,1679.83,Month-to-month,DSL,2,Mailed check,1
68,87.42,5792.31,One year,Fiber optic,1,Credit card,0
38,33.35,1208.27,One year,Fiber optic,0,Mailed check,0
36,100.59,3598.88,Month-to-month,DSL,4,Mailed check,1
41,118.97,4809.8,Month-to-month,DSL,1,Electronic check,0
69,57.74,3923.3,Month-to-month,No,5,Bank transfer,1
13,64.48,940.73,Two year,Fiber optic,1,Mailed check,0
58,24.64,1428.88,Month-to-month,Fiber optic,4,Electronic check,1
50,21.37,1049.36,Month-to-month,DSL,0,Electronic check,0
30,112.14,3397.63,Month-to-month,DSL,1,Credit card,1
62,32.86,2094.77,Month-to-month,No,4,Mailed check,1
25,64.58,1726.48,One year,Fiber optic,1,Electronic check,1
27,101.54,2826.73,Two year,Fiber optic,2,Bank transfer,1
51,108.93,5577.27,Month-to-month,No,1,Credit card,1
57,71.94,4023.93,Month-to-month,Fiber optic,1,Bank transfer,1
47,76.5,3545.53,One year,Fiber optic,3,Electronic check,0
39,86.97,3371.67,Month-to-month,DSL,2,Credit card,0
16,116.14,1883.54,Two year,DSL,1,Mailed check,1
22,80.27,1770.59,Month-to-month,Fiber optic,2,Credit card,1
54,75.95,4027.52,Month-to-month,DSL,1,Credit card,0
21,21.45,367.93,Two year,Fiber optic,3,Bank transfer,1
16,28.09,462.47,Month-to-month,DSL,0,Mailed check,1
59,77.72,4591.31,Month-to-month,DSL,0,Electronic check,1
31,113.62,3511.85,Month-to-month,Fiber optic,2,Bank transfer,1
42,106.67,4504.25,Two year,DSL,1,Mailed check,0
32,118.26,3846.59,One year,No,0,Electronic check,0
59,72.78,4309.72,Month-to-month,DSL,2,Credit card,1
34,98.79,3311.88,One year,Fiber optic,1,Mailed check,0
9,104.04,1032.12,Month-to-month,DSL,1,Bank transfer,1
11,84.8,924.02,Month-to-month,DSL,0,Electronic check,1
10,53.87,541.25,One year,DSL,1,Electronic check,1
